"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","03.01.2021 08:00 - 03.01.2021 08:30 (UTC)","2463","n/e","n/e","9467","227","0","n/e","n/e","n/e","0","","339","n/e","n/e","5925","161","n/e","3","n/e","3109","2308"
"BZN|GB","03.01.2021 08:30 - 03.01.2021 09:00 (UTC)","2507","n/e","n/e","10558","229","0","n/e","n/e","n/e","0","","327","n/e","n/e","5920","166","n/e","48","n/e","2820","2377"
"BZN|GB","03.01.2021 09:00 - 03.01.2021 09:30 (UTC)","2675","n/e","n/e","11438","250","0","n/e","n/e","n/e","61","","385","n/e","n/e","5919","175","n/e","235","n/e","3245","2530"
"BZN|GB","03.01.2021 09:30 - 03.01.2021 10:00 (UTC)","2882","n/e","n/e","12835","462","0","n/e","n/e","n/e","0","","387","n/e","n/e","5921","164","n/e","503","n/e","3329","2457"
"BZN|GB","03.01.2021 10:00 - 03.01.2021 10:30 (UTC)","2980","n/e","n/e","13769","876","0","n/e","n/e","n/e","0","","381","n/e","n/e","5923","165","n/e","758","n/e","3341","2529"
"BZN|GB","03.01.2021 10:30 - 03.01.2021 11:00 (UTC)","3000","n/e","n/e","14406","1123","0","n/e","n/e","n/e","0","","400","n/e","n/e","5912","172","n/e","1200","n/e","3351","2414"
"BZN|GB","03.01.2021 11:00 - 03.01.2021 11:30 (UTC)","3019","n/e","n/e","15232","1414","0","n/e","n/e","n/e","151","","409","n/e","n/e","5906","167","n/e","1460","n/e","2925","2261"
"BZN|GB","03.01.2021 11:30 - 03.01.2021 12:00 (UTC)","3037","n/e","n/e","16065","1483","0","n/e","n/e","n/e","19","","421","n/e","n/e","5908","175","n/e","1620","n/e","3112","2125"
"BZN|GB","03.01.2021 12:00 - 03.01.2021 12:30 (UTC)","3053","n/e","n/e","16846","1502","0","n/e","n/e","n/e","0","","441","n/e","n/e","5906","173","n/e","1670","n/e","3163","2049"
"BZN|GB","03.01.2021 12:30 - 03.01.2021 13:00 (UTC)","3055","n/e","n/e","17480","1490","0","n/e","n/e","n/e","0","","408","n/e","n/e","5910","187","n/e","1630","n/e","2980","1998"
"BZN|GB","03.01.2021 13:00 - 03.01.2021 13:30 (UTC)","3054","n/e","n/e","17344","1305","0","n/e","n/e","n/e","190","","419","n/e","n/e","5908","186","n/e","1490","n/e","3220","2027"
"BZN|GB","03.01.2021 13:30 - 03.01.2021 14:00 (UTC)","3041","n/e","n/e","17277","1222","0","n/e","n/e","n/e","187","","419","n/e","n/e","5909","174","n/e","1230","n/e","3990","1954"
"BZN|GB","03.01.2021 14:00 - 03.01.2021 14:30 (UTC)","3042","n/e","n/e","17588","1368","0","n/e","n/e","n/e","0","","420","n/e","n/e","5910","163","n/e","920","n/e","3837","2049"
"BZN|GB","03.01.2021 14:30 - 03.01.2021 15:00 (UTC)","3035","n/e","n/e","17576","1399","0","n/e","n/e","n/e","0","","419","n/e","n/e","5912","161","n/e","586","n/e","4030","2015"
"BZN|GB","03.01.2021 15:00 - 03.01.2021 15:30 (UTC)","3029","n/e","n/e","18274","1203","0","n/e","n/e","n/e","0","","431","n/e","n/e","5902","161","n/e","279","n/e","4360","1970"
"BZN|GB","03.01.2021 15:30 - 03.01.2021 16:00 (UTC)","3027","n/e","n/e","18112","1129","0","n/e","n/e","n/e","0","","431","n/e","n/e","5914","160","n/e","70","n/e","4881","2069"
"BZN|GB","03.01.2021 16:00 - 03.01.2021 16:30 (UTC)","3054","n/e","n/e","18560","1309","0","n/e","n/e","n/e","802","","495","n/e","n/e","5901","160","n/e","6","n/e","4826","1923"
"BZN|GB","03.01.2021 16:30 - 03.01.2021 17:00 (UTC)","3078","n/e","n/e","19768","1486","0","n/e","n/e","n/e","899","","536","n/e","n/e","5911","366","n/e","2","n/e","5049","1901"
"BZN|GB","03.01.2021 17:00 - 03.01.2021 17:30 (UTC)","3082","n/e","n/e","20111","1500","0","n/e","n/e","n/e","805","","640","n/e","n/e","5913","516","n/e","1","n/e","5439","2104"
"BZN|GB","03.01.2021 17:30 - 03.01.2021 18:00 (UTC)","3090","n/e","n/e","20019","1502","0","n/e","n/e","n/e","900","","675","n/e","n/e","5913","351","n/e","1","n/e","107","1203"
"BZN|GB","03.01.2021 18:00 - 03.01.2021 18:30 (UTC)","3090","n/e","n/e","20037","1499","0","n/e","n/e","n/e","900","","627","n/e","n/e","5905","164","n/e","0","n/e","5238","2301"
"BZN|GB","03.01.2021 18:30 - 03.01.2021 19:00 (UTC)","3093","n/e","n/e","19038","1314","0","n/e","n/e","n/e","832","","592","n/e","n/e","5914","163","n/e","0","n/e","5483","2297"
"BZN|GB","03.01.2021 19:00 - 03.01.2021 19:30 (UTC)","3092","n/e","n/e","17903","1339","0","n/e","n/e","n/e","562","","494","n/e","n/e","5909","160","n/e","1","n/e","5569","2314"
"BZN|GB","03.01.2021 19:30 - 03.01.2021 20:00 (UTC)","3085","n/e","n/e","16782","869","0","n/e","n/e","n/e","0","","480","n/e","n/e","5911","174","n/e","0","n/e","5968","2319"
"BZN|GB","03.01.2021 20:00 - 03.01.2021 20:30 (UTC)","3087","n/e","n/e","15269","575","0","n/e","n/e","n/e","156","","410","n/e","n/e","5913","174","n/e","0","n/e","6010","2395"
"BZN|GB","03.01.2021 20:30 - 03.01.2021 21:00 (UTC)","3076","n/e","n/e","14432","396","0","n/e","n/e","n/e","151","","396","n/e","n/e","5908","163","n/e","0","n/e","5827","2400"
"BZN|GB","03.01.2021 21:00 - 03.01.2021 21:30 (UTC)","3080","n/e","n/e","13196","147","0","n/e","n/e","n/e","301","","380","n/e","n/e","5913","174","n/e","0","n/e","5663","2360"
"BZN|GB","03.01.2021 21:30 - 03.01.2021 22:00 (UTC)","3087","n/e","n/e","12144","0","0","n/e","n/e","n/e","300","","375","n/e","n/e","5906","171","n/e","0","n/e","5574","2309"
"BZN|GB","03.01.2021 22:00 - 03.01.2021 22:30 (UTC)","3083","n/e","n/e","11490","0","0","n/e","n/e","n/e","407","","340","n/e","n/e","5906","166","n/e","1","n/e","5427","2240"
"BZN|GB","03.01.2021 22:30 - 03.01.2021 23:00 (UTC)","3077","n/e","n/e","10530","0","0","n/e","n/e","n/e","0","","352","n/e","n/e","5898","160","n/e","0","n/e","5680","2254"
"BZN|GB","03.01.2021 23:00 - 03.01.2021 23:30 (UTC)","3077","n/e","n/e","8751","0","0","n/e","n/e","n/e","283","","346","n/e","n/e","5896","183","n/e","0","n/e","5531","2292"
"BZN|GB","03.01.2021 23:30 - 04.01.2021 00:00 (UTC)","3077","n/e","n/e","7314","0","0","n/e","n/e","n/e","0","","337","n/e","n/e","5907","162","n/e","0","n/e","5726","2362"
"BZN|GB","04.01.2021 00:00 - 04.01.2021 00:30 (UTC)","3079","n/e","n/e","7049","0","0","n/e","n/e","n/e","157","","290","n/e","n/e","5898","167","n/e","0","n/e","5648","2221"
"BZN|GB","04.01.2021 00:30 - 04.01.2021 01:00 (UTC)","3076","n/e","n/e","6896","0","0","n/e","n/e","n/e","163","","290","n/e","n/e","5903","182","n/e","0","n/e","5693","2156"
"BZN|GB","04.01.2021 01:00 - 04.01.2021 01:30 (UTC)","3085","n/e","n/e","7153","0","0","n/e","n/e","n/e","89","","281","n/e","n/e","5906","141","n/e","0","n/e","5801","2205"
"BZN|GB","04.01.2021 01:30 - 04.01.2021 02:00 (UTC)","2976","n/e","n/e","7012","0","0","n/e","n/e","n/e","0","","284","n/e","n/e","5904","159","n/e","0","n/e","5811","2197"
"BZN|GB","04.01.2021 02:00 - 04.01.2021 02:30 (UTC)","2855","n/e","n/e","6674","0","0","n/e","n/e","n/e","0","","289","n/e","n/e","5902","275","n/e","0","n/e","5702","2238"
"BZN|GB","04.01.2021 02:30 - 04.01.2021 03:00 (UTC)","2854","n/e","n/e","6452","0","0","n/e","n/e","n/e","0","","288","n/e","n/e","5914","276","n/e","0","n/e","5786","2276"
"BZN|GB","04.01.2021 03:00 - 04.01.2021 03:30 (UTC)","2851","n/e","n/e","6577","0","0","n/e","n/e","n/e","0","","287","n/e","n/e","5901","303","n/e","0","n/e","5723","2356"
"BZN|GB","04.01.2021 03:30 - 04.01.2021 04:00 (UTC)","2853","n/e","n/e","6361","0","0","n/e","n/e","n/e","0","","286","n/e","n/e","5921","272","n/e","0","n/e","5809","2403"
"BZN|GB","04.01.2021 04:00 - 04.01.2021 04:30 (UTC)","2856","n/e","n/e","6114","0","0","n/e","n/e","n/e","0","","284","n/e","n/e","5901","165","n/e","0","n/e","5864","2356"
"BZN|GB","04.01.2021 04:30 - 04.01.2021 05:00 (UTC)","2835","n/e","n/e","6172","0","0","n/e","n/e","n/e","0","","286","n/e","n/e","5918","192","n/e","0","n/e","5872","2439"
"BZN|GB","04.01.2021 05:00 - 04.01.2021 05:30 (UTC)","2849","n/e","n/e","6512","0","0","n/e","n/e","n/e","0","","298","n/e","n/e","5909","141","n/e","0","n/e","5957","2517"
"BZN|GB","04.01.2021 05:30 - 04.01.2021 06:00 (UTC)","2853","n/e","n/e","6612","0","0","n/e","n/e","n/e","0","","305","n/e","n/e","5923","141","n/e","0","n/e","6094","2562"
"BZN|GB","04.01.2021 06:00 - 04.01.2021 06:30 (UTC)","2852","n/e","n/e","7903","0","0","n/e","n/e","n/e","0","","302","n/e","n/e","5912","142","n/e","0","n/e","6063","2531"
"BZN|GB","04.01.2021 06:30 - 04.01.2021 07:00 (UTC)","2839","n/e","n/e","10069","0","0","n/e","n/e","n/e","0","","303","n/e","n/e","5905","140","n/e","0","n/e","6048","2446"
"BZN|GB","04.01.2021 07:00 - 04.01.2021 07:30 (UTC)","2841","n/e","n/e","13062","21","0","n/e","n/e","n/e","0","","301","n/e","n/e","5905","140","n/e","0","n/e","5951","2495"
"BZN|GB","04.01.2021 07:30 - 04.01.2021 08:00 (UTC)","2843","n/e","n/e","15197","335","0","n/e","n/e","n/e","0","","302","n/e","n/e","5903","147","n/e","0","n/e","5793","2554"
"BZN|GB","04.01.2021 08:00 - 04.01.2021 08:30 (UTC)","2794","n/e","n/e","16849","851","0","n/e","n/e","n/e","0","","325","n/e","n/e","5898","140","n/e","0","n/e","5720","2636"
"BZN|GB","04.01.2021 08:30 - 04.01.2021 09:00 (UTC)","2803","n/e","n/e","17710","1326","0","n/e","n/e","n/e","0","","331","n/e","n/e","5895","155","n/e","40","n/e","5998","2731"
"BZN|GB","04.01.2021 09:00 - 04.01.2021 09:30 (UTC)","2837","n/e","n/e","18252","1664","0","n/e","n/e","n/e","496","","415","n/e","n/e","5895","141","n/e","197","n/e","5956","2718"
"BZN|GB","04.01.2021 09:30 - 04.01.2021 10:00 (UTC)","2847","n/e","n/e","18818","1870","0","n/e","n/e","n/e","125","","388","n/e","n/e","5898","149","n/e","385","n/e","5989","2759"
"BZN|GB","04.01.2021 10:00 - 04.01.2021 10:30 (UTC)","2838","n/e","n/e","19016","1965","0","n/e","n/e","n/e","390","","383","n/e","n/e","5899","410","n/e","624","n/e","5888","2796"
"BZN|GB","04.01.2021 10:30 - 04.01.2021 11:00 (UTC)","2829","n/e","n/e","19560","1956","0","n/e","n/e","n/e","89","","393","n/e","n/e","5897","449","n/e","815","n/e","5876","2731"
"BZN|GB","04.01.2021 11:00 - 04.01.2021 11:30 (UTC)","2828","n/e","n/e","19889","1912","0","n/e","n/e","n/e","144","","393","n/e","n/e","5906","422","n/e","975","n/e","5914","2760"
"BZN|GB","04.01.2021 11:30 - 04.01.2021 12:00 (UTC)","2597","n/e","n/e","20367","1774","0","n/e","n/e","n/e","53","","402","n/e","n/e","5892","371","n/e","1030","n/e","5841","2746"
"BZN|GB","04.01.2021 12:00 - 04.01.2021 12:30 (UTC)","2619","n/e","n/e","20434","1774","0","n/e","n/e","n/e","117","","412","n/e","n/e","5907","369","n/e","1040","n/e","5854","2698"
"BZN|GB","04.01.2021 12:30 - 04.01.2021 13:00 (UTC)","2621","n/e","n/e","20650","1817","0","n/e","n/e","n/e","177","","395","n/e","n/e","5904","424","n/e","950","n/e","199","1690"
"BZN|GB","04.01.2021 13:00 - 04.01.2021 13:30 (UTC)","2623","n/e","n/e","20852","1812","0","n/e","n/e","n/e","0","","359","n/e","n/e","5910","442","n/e","807","n/e","5735","2856"
"BZN|GB","04.01.2021 13:30 - 04.01.2021 14:00 (UTC)","2621","n/e","n/e","20851","1800","0","n/e","n/e","n/e","19","","408","n/e","n/e","5908","373","n/e","670","n/e","5818","2783"
"BZN|GB","04.01.2021 14:00 - 04.01.2021 14:30 (UTC)","2614","n/e","n/e","21018","1813","0","n/e","n/e","n/e","33","","408","n/e","n/e","5911","278","n/e","515","n/e","5938","2886"
"BZN|GB","04.01.2021 14:30 - 04.01.2021 15:00 (UTC)","2614","n/e","n/e","21131","1803","0","n/e","n/e","n/e","301","","407","n/e","n/e","5901","165","n/e","333","n/e","6003","2888"
"BZN|GB","04.01.2021 15:00 - 04.01.2021 15:30 (UTC)","2714","n/e","n/e","21399","1817","0","n/e","n/e","n/e","0","","420","n/e","n/e","5914","163","n/e","163","n/e","204","1732"
"BZN|GB","04.01.2021 15:30 - 04.01.2021 16:00 (UTC)","2822","n/e","n/e","21394","1810","0","n/e","n/e","n/e","0","","417","n/e","n/e","5904","252","n/e","38","n/e","5948","2752"
"BZN|GB","04.01.2021 16:00 - 04.01.2021 16:30 (UTC)","2824","n/e","n/e","20785","1817","0","n/e","n/e","n/e","0","","439","n/e","n/e","5897","309","n/e","1","n/e","6085","2717"
"BZN|GB","04.01.2021 16:30 - 04.01.2021 17:00 (UTC)","2825","n/e","n/e","20821","1811","0","n/e","n/e","n/e","675","","572","n/e","n/e","5902","396","n/e","0","n/e","6087","2748"
"BZN|GB","04.01.2021 17:00 - 04.01.2021 17:30 (UTC)","2825","n/e","n/e","21198","1814","0","n/e","n/e","n/e","833","","654","n/e","n/e","5908","478","n/e","0","n/e","6146","2725"
"BZN|GB","04.01.2021 17:30 - 04.01.2021 18:00 (UTC)","2826","n/e","n/e","21457","1814","0","n/e","n/e","n/e","900","","648","n/e","n/e","5901","494","n/e","0","n/e","6018","2783"
"BZN|GB","04.01.2021 18:00 - 04.01.2021 18:30 (UTC)","2810","n/e","n/e","21252","1813","0","n/e","n/e","n/e","900","","594","n/e","n/e","5899","432","n/e","0","n/e","5907","2696"
"BZN|GB","04.01.2021 18:30 - 04.01.2021 19:00 (UTC)","2806","n/e","n/e","20889","1815","0","n/e","n/e","n/e","930","","538","n/e","n/e","5896","380","n/e","0","n/e","5879","2597"
"BZN|GB","04.01.2021 19:00 - 04.01.2021 19:30 (UTC)","2808","n/e","n/e","21148","1811","0","n/e","n/e","n/e","0","","499","n/e","n/e","5905","242","n/e","1","n/e","193","1496"
"BZN|GB","04.01.2021 19:30 - 04.01.2021 20:00 (UTC)","2808","n/e","n/e","19670","1813","0","n/e","n/e","n/e","84","","480","n/e","n/e","5900","164","n/e","0","n/e","6114","2526"
"BZN|GB","04.01.2021 20:00 - 04.01.2021 20:30 (UTC)","2822","n/e","n/e","18309","1640","0","n/e","n/e","n/e","0","","444","n/e","n/e","5906","156","n/e","1","n/e","5987","2519"
"BZN|GB","04.01.2021 20:30 - 04.01.2021 21:00 (UTC)","2816","n/e","n/e","16898","1040","0","n/e","n/e","n/e","0","","420","n/e","n/e","5901","158","n/e","2","n/e","6096","2549"
"BZN|GB","04.01.2021 21:00 - 04.01.2021 21:30 (UTC)","2824","n/e","n/e","16781","548","0","n/e","n/e","n/e","90","","390","n/e","n/e","5897","154","n/e","0","n/e","5945","2420"
"BZN|GB","04.01.2021 21:30 - 04.01.2021 22:00 (UTC)","2822","n/e","n/e","15009","310","0","n/e","n/e","n/e","0","","380","n/e","n/e","5904","150","n/e","1","n/e","5918","2498"
"BZN|GB","04.01.2021 22:00 - 04.01.2021 22:30 (UTC)","2523","n/e","n/e","13736","314","0","n/e","n/e","n/e","0","","349","n/e","n/e","5906","154","n/e","1","n/e","6057","2399"
"BZN|GB","04.01.2021 22:30 - 04.01.2021 23:00 (UTC)","2212","n/e","n/e","12550","8","0","n/e","n/e","n/e","0","","360","n/e","n/e","5897","164","n/e","0","n/e","5746","2343"
"BZN|GB","04.01.2021 23:00 - 04.01.2021 23:30 (UTC)","2163","n/e","n/e","11025","0","0","n/e","n/e","n/e","0","","355","n/e","n/e","5902","151","n/e","0","n/e","5901","2389"
"BZN|GB","04.01.2021 23:30 - 05.01.2021 00:00 (UTC)","1561","n/e","n/e","10011","0","0","n/e","n/e","n/e","0","","355","n/e","n/e","5904","153","n/e","0","n/e","5957","2400"
"BZN|GB","05.01.2021 00:00 - 05.01.2021 00:30 (UTC)","1417","n/e","n/e","9950","0","0","n/e","n/e","n/e","109","","309","n/e","n/e","5896","159","n/e","0","n/e","5901","2382"
"BZN|GB","05.01.2021 00:30 - 05.01.2021 01:00 (UTC)","1399","n/e","n/e","10282","0","0","n/e","n/e","n/e","0","","308","n/e","n/e","5905","153","n/e","1","n/e","5934","2349"
"BZN|GB","05.01.2021 01:00 - 05.01.2021 01:30 (UTC)","1412","n/e","n/e","10536","0","0","n/e","n/e","n/e","0","","277","n/e","n/e","5903","153","n/e","1","n/e","5776","2367"
"BZN|GB","05.01.2021 01:30 - 05.01.2021 02:00 (UTC)","1413","n/e","n/e","10136","0","0","n/e","n/e","n/e","0","","274","n/e","n/e","5905","152","n/e","1","n/e","5769","2374"
"BZN|GB","05.01.2021 02:00 - 05.01.2021 02:30 (UTC)","1412","n/e","n/e","10440","0","0","n/e","n/e","n/e","0","","274","n/e","n/e","5900","152","n/e","0","n/e","5624","2327"
"BZN|GB","05.01.2021 02:30 - 05.01.2021 03:00 (UTC)","1415","n/e","n/e","10074","0","0","n/e","n/e","n/e","0","","274","n/e","n/e","5907","151","n/e","1","n/e","5737","2388"
"BZN|GB","05.01.2021 03:00 - 05.01.2021 03:30 (UTC)","1419","n/e","n/e","9812","4","0","n/e","n/e","n/e","0","","274","n/e","n/e","5909","153","n/e","2","n/e","5774","2445"
"BZN|GB","05.01.2021 03:30 - 05.01.2021 04:00 (UTC)","1411","n/e","n/e","9153","25","0","n/e","n/e","n/e","0","","274","n/e","n/e","5907","151","n/e","2","n/e","5624","2432"
"BZN|GB","05.01.2021 04:00 - 05.01.2021 04:30 (UTC)","1417","n/e","n/e","8774","51","0","n/e","n/e","n/e","0","","274","n/e","n/e","5903","152","n/e","1","n/e","5661","2446"
"BZN|GB","05.01.2021 04:30 - 05.01.2021 05:00 (UTC)","1420","n/e","n/e","9017","76","0","n/e","n/e","n/e","0","","269","n/e","n/e","5908","153","n/e","0","n/e","183","1220"
"BZN|GB","05.01.2021 05:00 - 05.01.2021 05:30 (UTC)","1420","n/e","n/e","8879","148","0","n/e","n/e","n/e","0","","269","n/e","n/e","5906","155","n/e","0","n/e","5669","2500"
"BZN|GB","05.01.2021 05:30 - 05.01.2021 06:00 (UTC)","1418","n/e","n/e","9566","266","0","n/e","n/e","n/e","0","","288","n/e","n/e","5912","151","n/e","0","n/e","5410","2472"
"BZN|GB","05.01.2021 06:00 - 05.01.2021 06:30 (UTC)","1418","n/e","n/e","10285","493","0","n/e","n/e","n/e","0","","345","n/e","n/e","5907","151","n/e","0","n/e","5488","2516"
"BZN|GB","05.01.2021 06:30 - 05.01.2021 07:00 (UTC)","1515","n/e","n/e","11827","644","0","n/e","n/e","n/e","0","","345","n/e","n/e","5914","152","n/e","2","n/e","5505","2604"
"BZN|GB","05.01.2021 07:00 - 05.01.2021 07:30 (UTC)","1650","n/e","n/e","13508","1032","0","n/e","n/e","n/e","111","","363","n/e","n/e","5895","178","n/e","0","n/e","5860","2545"
"BZN|GB","05.01.2021 07:30 - 05.01.2021 08:00 (UTC)","1841","n/e","n/e","15410","1794","0","n/e","n/e","n/e","89","","361","n/e","n/e","5903","154","n/e","1","n/e","5756","2435"
"BZN|GB","05.01.2021 08:00 - 05.01.2021 08:30 (UTC)","1803","n/e","n/e","17681","2424","0","n/e","n/e","n/e","0","","385","n/e","n/e","5908","156","n/e","1","n/e","5606","2387"
"BZN|GB","05.01.2021 08:30 - 05.01.2021 09:00 (UTC)","1884","n/e","n/e","18805","2916","0","n/e","n/e","n/e","177","","381","n/e","n/e","5894","173","n/e","81","n/e","5437","2355"
"BZN|GB","05.01.2021 09:00 - 05.01.2021 09:30 (UTC)","1921","n/e","n/e","19318","3092","0","n/e","n/e","n/e","143","","379","n/e","n/e","5903","314","n/e","343","n/e","5312","2255"
"BZN|GB","05.01.2021 09:30 - 05.01.2021 10:00 (UTC)","1945","n/e","n/e","19858","3234","0","n/e","n/e","n/e","177","","395","n/e","n/e","5905","337","n/e","717","n/e","5218","2142"
"BZN|GB","05.01.2021 10:00 - 05.01.2021 10:30 (UTC)","2069","n/e","n/e","20165","3123","0","n/e","n/e","n/e","300","","393","n/e","n/e","5895","389","n/e","1090","n/e","5245","2074"
"BZN|GB","05.01.2021 10:30 - 05.01.2021 11:00 (UTC)","1917","n/e","n/e","20228","3195","0","n/e","n/e","n/e","481","","388","n/e","n/e","5890","366","n/e","1600","n/e","5181","2045"
"BZN|GB","05.01.2021 11:00 - 05.01.2021 11:30 (UTC)","2038","n/e","n/e","20406","3222","0","n/e","n/e","n/e","151","","387","n/e","n/e","5891","363","n/e","1960","n/e","5194","2172"
"BZN|GB","05.01.2021 11:30 - 05.01.2021 12:00 (UTC)","2170","n/e","n/e","20289","3175","0","n/e","n/e","n/e","248","","401","n/e","n/e","5890","315","n/e","2180","n/e","5375","2120"
"BZN|GB","05.01.2021 12:00 - 05.01.2021 12:30 (UTC)","2157","n/e","n/e","20791","2855","0","n/e","n/e","n/e","389","","413","n/e","n/e","5893","241","n/e","2190","n/e","5174","2128"
"BZN|GB","05.01.2021 12:30 - 05.01.2021 13:00 (UTC)","2145","n/e","n/e","20984","2745","0","n/e","n/e","n/e","629","","390","n/e","n/e","5883","370","n/e","2060","n/e","5185","2088"
"BZN|GB","05.01.2021 13:00 - 05.01.2021 13:30 (UTC)","2160","n/e","n/e","20614","2673","0","n/e","n/e","n/e","301","","394","n/e","n/e","5891","397","n/e","1850","n/e","5402","2114"
"BZN|GB","05.01.2021 13:30 - 05.01.2021 14:00 (UTC)","2156","n/e","n/e","20684","2671","0","n/e","n/e","n/e","300","","396","n/e","n/e","5894","311","n/e","1530","n/e","5459","2085"
"BZN|GB","05.01.2021 14:00 - 05.01.2021 14:30 (UTC)","2172","n/e","n/e","20544","2658","0","n/e","n/e","n/e","300","","394","n/e","n/e","5892","188","n/e","1080","n/e","5526","2153"
"BZN|GB","05.01.2021 14:30 - 05.01.2021 15:00 (UTC)","2142","n/e","n/e","20755","2678","0","n/e","n/e","n/e","0","","377","n/e","n/e","5888","168","n/e","735","n/e","5451","2176"
"BZN|GB","05.01.2021 15:00 - 05.01.2021 15:30 (UTC)","1971","n/e","n/e","20643","2794","0","n/e","n/e","n/e","541","","420","n/e","n/e","5880","180","n/e","351","n/e","5521","2151"
"BZN|GB","05.01.2021 15:30 - 05.01.2021 16:00 (UTC)","2157","n/e","n/e","21098","2921","0","n/e","n/e","n/e","421","","435","n/e","n/e","5887","271","n/e","93","n/e","5451","2137"
"BZN|GB","05.01.2021 16:00 - 05.01.2021 16:30 (UTC)","2349","n/e","n/e","20557","2998","0","n/e","n/e","n/e","613","","531","n/e","n/e","5881","364","n/e","11","n/e","5366","1994"
"BZN|GB","05.01.2021 16:30 - 05.01.2021 17:00 (UTC)","2355","n/e","n/e","21366","3009","0","n/e","n/e","n/e","689","","548","n/e","n/e","5881","451","n/e","2","n/e","5458","2011"
"BZN|GB","05.01.2021 17:00 - 05.01.2021 17:30 (UTC)","2553","n/e","n/e","21735","3016","0","n/e","n/e","n/e","1370","","607","n/e","n/e","5882","543","n/e","3","n/e","5424","1886"
"BZN|GB","05.01.2021 17:30 - 05.01.2021 18:00 (UTC)","2592","n/e","n/e","21812","3017","0","n/e","n/e","n/e","1367","","613","n/e","n/e","5881","548","n/e","3","n/e","5343","1934"
"BZN|GB","05.01.2021 18:00 - 05.01.2021 18:30 (UTC)","2599","n/e","n/e","21836","3024","0","n/e","n/e","n/e","1324","","613","n/e","n/e","5882","517","n/e","1","n/e","5151","1839"
"BZN|GB","05.01.2021 18:30 - 05.01.2021 19:00 (UTC)","2603","n/e","n/e","21897","3017","0","n/e","n/e","n/e","1226","","543","n/e","n/e","5880","414","n/e","0","n/e","4736","1819"
"BZN|GB","05.01.2021 19:00 - 05.01.2021 19:30 (UTC)","2582","n/e","n/e","21238","3052","0","n/e","n/e","n/e","951","","502","n/e","n/e","5879","374","n/e","1","n/e","4846","1787"
"BZN|GB","05.01.2021 19:30 - 05.01.2021 20:00 (UTC)","2456","n/e","n/e","21379","2940","0","n/e","n/e","n/e","232","","488","n/e","n/e","5882","203","n/e","2","n/e","4866","1876"
"BZN|GB","05.01.2021 20:00 - 05.01.2021 20:30 (UTC)","2461","n/e","n/e","20836","2881","0","n/e","n/e","n/e","0","","479","n/e","n/e","5884","172","n/e","0","n/e","4807","1783"
"BZN|GB","05.01.2021 20:30 - 05.01.2021 21:00 (UTC)","2443","n/e","n/e","19888","2613","0","n/e","n/e","n/e","267","","455","n/e","n/e","5887","150","n/e","1","n/e","4894","1783"
"BZN|GB","05.01.2021 21:00 - 05.01.2021 21:30 (UTC)","2220","n/e","n/e","19699","2305","0","n/e","n/e","n/e","307","","389","n/e","n/e","5884","155","n/e","0","n/e","4479","1698"
"BZN|GB","05.01.2021 21:30 - 05.01.2021 22:00 (UTC)","2267","n/e","n/e","17803","2108","0","n/e","n/e","n/e","470","","364","n/e","n/e","5882","155","n/e","1","n/e","4210","1661"
"BZN|GB","05.01.2021 22:00 - 05.01.2021 22:30 (UTC)","2262","n/e","n/e","17103","1828","0","n/e","n/e","n/e","70","","351","n/e","n/e","5895","162","n/e","0","n/e","4291","1596"
"BZN|GB","05.01.2021 22:30 - 05.01.2021 23:00 (UTC)","2182","n/e","n/e","15627","1539","0","n/e","n/e","n/e","0","","349","n/e","n/e","5888","155","n/e","0","n/e","4137","1523"
"BZN|GB","05.01.2021 23:00 - 05.01.2021 23:30 (UTC)","1813","n/e","n/e","14917","1547","0","n/e","n/e","n/e","0","","338","n/e","n/e","5894","153","n/e","0","n/e","4010","1508"
"BZN|GB","05.01.2021 23:30 - 06.01.2021 00:00 (UTC)","1815","n/e","n/e","13805","1536","0","n/e","n/e","n/e","0","","339","n/e","n/e","5884","150","n/e","0","n/e","4052","1529"
"BZN|GB","06.01.2021 00:00 - 06.01.2021 00:30 (UTC)","1820","n/e","n/e","13574","1538","0","n/e","n/e","n/e","0","","307","n/e","n/e","5888","155","n/e","1","n/e","4184","1379"
"BZN|GB","06.01.2021 00:30 - 06.01.2021 01:00 (UTC)","1732","n/e","n/e","13677","1538","0","n/e","n/e","n/e","0","","305","n/e","n/e","5877","168","n/e","0","n/e","4154","1379"
